positive,negative,label
22.770,-14.43,0
42.990,-53.87,0
35.260,-28.69,0
2.18,-1.45,0
145.120,-74.300,1
51.400,-55.680,0
44.970,-39.66,1
11.30,-5.03,1
41.610,-9.95,1
53.680,-62.000,0
10.11,-26.39,0
8.97,-24.17,0
48.460,-31.120,0
16.23,-11.050,0
36.42,-5.68,0
11.45,-2.84,1
22.00,-4.45,1
36.42,-12.84,1
59.89,-21.820,1
27.72,-9.28,1
37.88,-31.43,0
15.08,-21.91,0
23.82,-7.96,0
3.48,-8.67,1
217.910,-156.260,1
48.99,-13.47,1
45.700,-15.92,1
5.24,-4.91,1
6.56,-3.36,0
203.340,-78.390,1
19.88,-32.82,0
10.02,-3.67,1
48.12,-24.170,1
5.18,-9.18,1
125.480,-72.620,1
9.02,-0.540,1
4.010,-1.58,1
8.55,-0.43,0
46.690,-47.81,1
33.620,-13.640,0
0.4,-5.68,0
42.75,-18.650,1
10.88,-8.370,0
24.60,-22.880,0
75.410,-26.850,1
160.840,-102.340,0
17.720,-15.13,0
125.310,-64.190,1
149.760,-113.310,1
30.92,-20.34,1
18.77,-16.780,0
120.240,-39.700,1
34.48,-4.36,1
7.80,-18.00,0
9.56,-14.19,0
32.36,-26.83,1
23.460,-22.330,0
18.070,-18.50,0
15.71,-1.84,1
15.27,-14.89,0
25.180,-13.89,0
14.19,-9.57,0
24.88,-15.97,0
18.81,-9.64,0
9.920,-12.50,1
13.73,-21.340,0
167.830,-80.220,1
7.71,-2.05,1
90.580,-65.830,1
103.020,-28.830,1
25.79,-13.080,1
287.330,-100.990,1
19.53,-31.20,0
16.550,-11.08,1
34.43,-14.07,0
25.010,-0.67,1
38.700,-38.960,0
23.70,-13.50,1
10.92,-0.190,1
78.470,-42.160,1
4.24,-1.05,1
19.13,-14.37,1
6.28,-2.69,1
77.53,-7.790,1
25.52,-4.76,1
60.170,-42.90,1
24.710,-10.48,1
5.21,-10.02,0
19.10,-4.41,1
7.71,-8.60,0
2.96,-5.80,1
131.230,-64.100,1
24.67,-23.55,0
15.54,-6.210,1
6.92,-12.24,0
18.91,-11.36,1
10.17,-6.93,0
53.770,-69.700,0
24.090,-8.66,1
39.840,-33.59,0
49.930,-43.700,1
19.660,-18.68,0
33.63,-18.790,0
11.17,-2.56,1
33.02,-26.600,0
4.40,-3.83,0
63.93,-57.33,0
37.27,-14.630,1
29.99,-18.120,1
149.040,-139.62,1
26.200,-14.56,1
0.570,-2.56,1
7.00,-24.210,0
60.08,-9.22,1
40.150,-5.590,1
56.31,-31.980,0
2.460,-7.550,0
82.930,-82.310,0
51.170,-49.93,0
31.71,-3.13,1
6.80,-1.50,1
3.49,-6.00,0
1.42,-2.70,0
55.58,-26.760,0
57.75,-54.420,1
9.47,-1.92,1
8.31,-0.91,1
1.49,-10.90,0
7.60,-5.380,0
11.90,-9.21,0
56.230,-26.39,1
106.320,-43.830,1
5.59,-12.26,0
11.660,-10.26,0
72.29,-18.52,1
23.90,-2.95,1
36.730,-29.57,0
39.070,-17.50,1
106.420,-74.800,0
6.91,-6.22,0
6.21,-13.07,1
27.940,-6.26,0
36.300,-17.20,1
36.630,-21.95,1
11.17,-14.59,1
26.18,-9.23,0
15.97,-7.37,0
22.130,-7.22,1
70.190,-60.930,0
14.16,-22.16,0
21.45,-66.33,0
67.71,-39.440,1
39.840,-20.560,1
12.17,-2.210,1
178.57,-82.940,0
11.38,-4.56,1
86.920,-66.560,0
66.41,-12.35,1
30.34,-7.13,0
18.79,-8.90,0
70.570,-49.030,1
44.49,-11.110,1
21.53,-0.66,1
1.360,-0.550,1
18.82,-13.54,1
7.24,-1.69,1
27.580,-7.79,1
4.91,-1.43,0
5.64,-3.37,1
27.81,-20.57,0
16.31,-5.73,1
7.200,-3.730,1
9.85,-8.52,0
25.94,-18.06,0
35.160,-49.760,0
124.03,-67.640,1
98.66,-53.130,1
53.42,-74.19,0
16.43,-9.91,1
57.64,-27.74,0
12.85,-7.690,1
30.85,-20.32,1
7.690,-0.97,1
37.00,-35.500,0
29.800,-36.840,0
3.70,-6.32,0
23.650,-32.26,0
28.630,-6.340,1
84.830,-50.69,0
6.98,-7.62,0
51.400,-12.59,0
8.72,-1.40,1
15.99,-2.220,1
26.30,-14.78,1
5.76,-4.28,0
305.060,-74.430,1
15.18,-9.03,0
29.680,-15.890,1
48.48,-35.01,0
87.770,-70.190,1
27.75,-8.56,1
33.000,-25.77,0
15.590,-12.140,0
4.61,-2.02,1
45.460,-40.940,0
5.10,-0.09,1
25.420,-27.38,1
16.35,-4.100,0
35.95,-27.67,0
66.950,-21.360,1
2.650,-13.390,0
17.16,-6.52,0
3.75,-3.32,1
12.91,-3.830,1
22.50,-28.43,0
20.71,-11.39,0
154.890,-55.920,1
15.790,-19.010,0
64.900,-83.02,0
19.11,-6.52,1
65.35,-17.26,1
4.96,-4.67,1
0.67,-1.760,1
5.98,0,1
61.61,-36.59,0
22.160,-14.01,1
0.74,-0.61,1
37.25,-19.09,1
7.22,-2.87,0
30.79,-30.27,0
30.61,-20.460,0
68.440,-70.71,0
106.42,-36.75,0
56.68,-15.490,1
26.940,-13.98,1
96.500,-76.400,1
78.480,-31.54,0
75.510,-38.140,1
17.58,-3.33,1
24.66,-10.510,1
36.57,-16.69,1
9.13,-3.520,0
2.18,-2.74,0
18.630,-5.520,1
18.04,-17.960,1
36.57,-30.93,0
1.96,-8.95,0
118.440,-75.08,0
165.75,-56.810,1
0.52,-2.75,0
9.91,-3.74,0
161.320,-143.320,0
47.280,-10.03,1
44.290,-43.080,0
98.550,-45.770,1
13.42,-1.66,0
27.830,-26.150,0
47.81,-47.280,0
22.32,-12.01,0
54.28,-38.92,0
5.81,-12.43,1
100.150,-29.420,1
17.27,-13.59,0
48.220,-21.95,0
80.85,-12.90,1
26.57,-11.59,0
10.50,-11.900,0
21.46,-9.08,1
17.98,-16.650,0
6.73,-4.19,1
25.48,-26.690,0
6.17,-3.140,0
62.140,-29.980,1
30.30,-29.67,0
9.60,-2.55,1
18.30,-5.09,1
20.66,-13.99,0
95.37,-42.36,1
17.36,-13.44,1
19.950,-8.65,1
7.47,-5.26,0
38.85,-11.11,1
15.91,-16.730,0
240.420,-129.980,0
32.540,-28.670,0
15.81,-6.990,1
26.680,-34.550,0
98.170,-84.880,0
2.85,-0.43,1
50.40,-20.610,1
6.84,-9.93,0
25.85,-19.08,0
8.05,0,1
39.69,-42.420,0
11.590,-16.52,1
2.99,-1.76,0
22.730,-8.23,0
40.05,-1.49,1
52.250,-35.060,1
17.150,-4.120,1
40.440,-47.34,0
23.970,-5.49,1
18.12,-11.34,1
18.42,-5.57,1
110.300,-23.83,1
12.77,-5.06,1
54.150,-16.39,1
19.86,-6.63,1
3.64,-10.340,0
32.95,-16.94,0
72.250,-28.780,0
20.46,-9.93,1
23.41,-4.09,1
23.86,-30.620,0
71.29,-14.580,1
13.12,-3.56,1
187.28,-83.350,0
18.01,-31.180,0
95.400,-98.200,0
31.93,-15.71,0
7.50,-9.980,0
107.76,-30.060,1
27.91,-21.94,0
58.780,-27.37,1
5.960,-0.750,1
6.10,-5.03,1
14.59,-4.64,1
12.810,-23.97,0
8.93,-7.91,1
10.43,-19.03,0
91.670,-58.910,1
43.84,-21.060,1
57.340,-14.380,1
0.48,-5.21,0
39.060,-27.230,1
24.42,-11.93,1
21.080,-16.330,0
59.870,-36.16,0
9.47,-4.840,0
31.33,-18.960,1
114.720,-41.940,1
34.96,-27.330,0
70.480,-14.320,1
7.07,-1.79,1
65.040,-46.250,1
12.54,-6.80,0
46.56,-41.12,1
15.50,-7.34,0
19.28,-21.580,0
71.00,-24.87,0
1.19,-0.94,1
12.45,-1.02,1
23.67,-11.79,1
19.040,-7.00,0
9.11,-5.13,0
42.600,-31.10,1
58.980,-15.68,1
31.45,-8.60,1
69.340,-33.000,1
201.400,-169.300,1
47.98,-28.49,0
8.27,-11.31,0
15.24,-7.63,0
24.13,-7.48,1
21.54,-17.48,0
14.060,-15.38,0
17.50,-2.38,1
43.77,-38.210,1
37.45,-29.40,1
37.520,-13.540,0
247.900,-186.940,1
1.89,-0.76,0
15.01,-12.85,0
20.73,-14.64,0
41.620,-9.87,1
33.17,-7.840,1
64.100,-16.610,1
16.73,-1.67,1
7.77,-21.19,0
112.210,-95.490,1
15.31,-14.100,0
58.430,-44.050,0
8.410,-9.06,0
12.470,-13.160,0
3.050,-1.77,1
40.970,-12.42,1
53.370,-43.920,0
19.10,-6.68,1
1.770,-1.100,1
29.69,-3.94,1
6.53,-2.04,1
35.600,-43.330,0
55.200,-23.520,0
4.66,-1.41,1
24.21,-5.950,1
40.790,-26.74,0
417.070,-259.420,0
29.220,-22.32,0
124.34,-85.610,1
3.42,-1.27,1
24.800,-22.400,0
38.04,-19.330,0
69.320,-60.870,0
32.27,-13.14,0
40.540,-52.850,0
53.700,-33.590,0
11.01,-1.42,0
3.98,-1.80,1
14.06,-0.71,1
27.11,-13.13,0
34.00,-19.860,0
67.530,-34.410,1
30.53,-16.840,0
23.680,-15.410,0
16.86,-17.12,1
9.53,-2.12,1
27.36,-41.85,0
10.61,-7.96,1
9.09,-3.580,1
16.57,-2.680,1
15.87,-8.37,1
35.450,-33.110,0
28.79,-12.540,1
59.980,-28.180,0
72.180,-41.07,1
58.89,-40.13,0
35.200,-30.57,1
31.580,-54.02,0
5.48,-3.44,0
7.09,-14.85,0
42.170,-30.720,0
49.390,-23.870,1
27.860,-34.70,1
5.61,-0.71,1
14.16,-30.20,0
8.07,-5.34,0
39.74,-42.200,0
10.78,-7.37,0
14.71,-14.90,1
28.940,-9.510,1
10.32,-2.38,1
11.59,-24.65,0
6.91,-5.88,0
35.700,-6.10,1
22.86,-25.11,0
19.99,-38.550,0
100.93,-62.760,0
9.98,-5.07,0
23.72,-5.24,1
10.25,-4.27,1
17.30,-3.94,1
54.32,-41.650,0
63.580,-55.190,1
6.21,-2.13,1
22.590,-14.300,0
12.09,-5.75,0
24.160,-7.310,1
8.51,-8.57,0
10.84,-11.79,0
116.840,-57.64,1
15.92,-15.44,0
19.12,-7.71,1
14.680,-8.270,0
30.27,-6.65,1
16.430,-5.72,0
4.66,-17.43,1
40.54,-29.19,0
54.320,-22.680,1
8.24,-7.230,0
29.17,-11.950,1
14.190,-9.82,1
171.03,-63.390,1
4.40,-2.86,1
38.36,-30.010,1
38.90,-15.13,0
22.90,-21.310,0
22.41,-31.98,0
80.430,-50.660,0
3.23,-3.02,1
57.400,-45.340,0
3.15,-4.59,1
37.090,-22.720,0
7.55,-4.61,1
15.29,-24.360,0
6.590,-17.06,0
39.40,-12.80,1
95.060,-27.50,1
15.07,-18.26,0
52.30,-12.080,1
24.41,-52.100,0
2.63,-4.920,0
16.070,-3.52,1
98.800,-35.470,1
48.650,-28.960,1
7.78,-3.450,1
132.13,-25.83,1
10.21,-3.780,0
14.60,-14.640,0
94.250,-58.180,0
29.710,-13.870,1
56.56,-28.520,1
31.490,-20.52,1
107.560,-35.74,1
27.91,-26.43,0
19.85,-1.89,1
9.150,-14.470,0
30.95,-15.230,1
96.890,-61.410,0
28.85,-34.710,0
3.34,-0.76,1
34.040,-42.000,1
13.50,-47.63,0
30.75,-22.880,0
44.240,-13.830,1
10.37,-10.92,0
86.280,-15.850,1
5.88,-2.42,0
8.21,-2.15,1
80.27,-23.51,1
20.020,-6.41,1
52.27,-12.29,1
0.86,-0.18,0
32.020,-14.04,1
3.33,-4.79,0
76.500,-27.520,1
59.50,-22.430,1
75.97,-56.07,1
84.740,-24.730,1
5.45,-1.96,0
108.11,-53.67,1
11.06,-27.14,0
10.72,-0.34,1
25.32,-8.61,1
34.040,-7.47,1
40.10,-17.990,1
13.32,-4.56,0
85.330,-39.16,0
47.920,-14.11,1
7.18,-1.38,1
19.11,-10.49,1
4.18,-1.75,1
19.52,-7.66,1
80.350,-20.06,1
21.65,-12.270,0
7.80,-2.85,0
27.690,-9.82,1
11.170,-5.000,0
5.13,-14.050,0
136.01,-43.360,1
32.300,-42.39,0
8.29,-2.96,0
121.93,-13.010,1
4.82,-2.40,1
137.45,-71.200,1
13.60,-7.21,0
65.560,-13.65,1
82.000,-61.580,0
13.74,-19.460,0
11.400,-3.74,0
23.08,-24.640,0
6.65,-6.35,0
18.150,-19.420,0
47.50,-16.400,1
39.33,-38.91,0
37.74,-6.75,1
9.000,-10.01,0
29.72,-17.55,0
54.630,-50.880,0
25.95,-7.300,1
22.80,-3.09,1
125.43,-88.770,1
46.540,-49.730,0
173.330,-33.520,0
25.30,-1.73,1
104.670,-91.050,0
33.490,-8.650,1
6.53,-5.01,1
31.21,-19.47,0
50.48,-20.260,1
36.980,-34.690,0
5.41,-13.210,0
27.81,-16.86,1
4.42,-10.54,0
13.67,-5.12,0
70.750,-63.390,1
187.520,-197.150,0
4.69,-4.79,1
36.20,-30.35,1
15.17,-12.97,0
7.77,-5.48,0
50.55,-16.360,1
33.540,-54.34,0
134.40,-40.710,1
35.97,-23.120,1
17.10,-6.13,1
76.80,-42.760,1
100.620,-86.120,1
36.690,-12.93,1
31.470,-36.68,0
38.640,-26.000,1
8.23,-5.87,1
21.770,-20.83,0
15.13,-6.69,1
3.91,-3.93,1
0.45,0,0
23.820,-32.960,0
22.350,-14.700,1
20.990,-18.76,1
25.04,-10.20,0
14.33,-8.63,1
22.06,-10.40,0
6.09,-3.90,1
19.74,-16.25,0
9.10,-6.83,0
33.76,-25.55,1
41.88,-23.220,0
26.95,-11.560,1
11.63,-24.13,0
26.64,-19.800,0
10.38,-10.65,0
5.18,-5.64,0
45.200,-8.730,1
44.84,-20.89,0
18.430,-8.74,1
64.59,-24.410,1
55.290,-29.48,0
71.97,-17.49,1
14.750,-5.59,0
12.56,-2.76,1
30.37,-8.27,1
15.140,-15.360,0
1.39,-1.33,1
1.15,-2.03,0
52.390,-35.690,0
74.390,-63.960,0
10.54,-3.93,1
68.820,-28.360,1
29.33,-10.75,0
9.72,-1.04,1
53.440,-22.420,0
27.61,-14.980,0
25.240,-27.80,1
106.97,-66.920,1
259.810,-143.610,1
96.050,-21.150,1
6.07,-2.51,0
60.870,-16.650,1
14.53,-7.770,0
10.62,-1.510,1
130.68,-56.38,1
24.910,-21.140,1
9.45,-12.87,0
8.59,-6.760,0
24.66,-6.04,1
76.16,-55.03,0
144.980,-143.290,0
12.140,-26.220,1
11.62,-11.05,0
6.83,-9.23,1
29.94,-28.88,0
14.03,-3.680,0
43.41,-12.490,1
43.730,-37.86,0
23.38,-15.90,0
10.06,-20.120,0
20.080,-14.93,1
62.03,-25.49,1
82.120,-34.580,1
83.43,-31.29,0
70.560,-45.950,1
51.300,-55.28,0
49.100,-26.74,0
118.860,-43.050,1
10.13,-5.19,1
14.02,-1.90,1
141.34,-42.400,1
0.37,-0.91,1
25.43,-15.80,0
37.84,-35.480,0
102.270,-47.79,0
14.65,-8.39,0
52.58,-57.11,0
0,-1.05,1
34.43,-20.05,0
51.620,-15.380,1
17.59,-17.52,1
32.03,-13.630,1
111.83,-30.40,1
49.63,-33.780,0
2.75,-7.16,0
7.09,-2.93,1
3.74,-13.35,0
36.060,-78.000,0
14.47,-20.73,0
31.99,-10.48,1
14.79,-13.360,1
17.27,-7.63,1
31.36,-12.04,1
110.320,-56.940,1
1.12,-0.95,1
9.86,-7.42,1
6.57,-5.99,0
9.44,-12.18,0
22.33,-1.34,1
49.340,-56.680,0
6.09,-2.78,0
69.410,-59.520,0
45.50,-20.980,0
30.46,-21.27,0
37.100,-12.460,1
105.590,-46.60,1
111.290,-137.350,0
18.17,-37.500,0
40.090,-20.25,1
55.840,-32.10,0
12.04,-3.07,0
9.51,-5.09,1
102.910,-44.10,1
16.00,-6.62,0
20.64,-13.870,1
45.93,-25.92,1
16.610,-13.47,1
15.52,-2.37,1
2.75,-3.07,1
12.22,-9.64,0
9.17,-5.79,0
47.64,-18.63,0
32.110,-12.98,0
34.76,-38.910,0
7.340,-17.63,0
49.660,-35.230,1
22.07,-7.67,1
98.630,-87.160,0
6.83,-0.94,1
67.23,-9.25,1
0.980,-18.32,0
1.86,-0.91,1
25.66,-10.120,0
5.17,-16.24,0
121.200,-77.710,1
28.42,-5.99,1
21.09,-5.700,1
157.820,-76.950,1
234.610,-154.130,0
89.460,-16.30,1
23.790,-21.15,1
4.04,-4.78,1
6.99,-6.50,1
48.37,-18.13,0
35.06,-8.72,1
17.45,-25.49,0
13.88,-5.13,1
16.71,-14.76,0
5.60,-10.14,0
31.83,-27.11,0
49.92,-36.140,0
18.91,-10.80,1
21.130,-3.340,1
30.43,-11.67,0
24.650,-17.30,0
59.860,-20.03,1
7.36,-9.33,1
11.91,-9.86,1
16.70,-10.37,1
21.65,-2.70,1
3.760,-3.77,1
265.200,-216.630,0
38.94,-16.85,1
60.520,-48.430,0
19.42,-9.25,0
906.610,-290.000,1
16.15,-5.680,1
1.71,-3.65,0
14.35,-10.00,1
7.35,-7.92,0
52.770,-50.590,0
3.41,-10.290,0
372.210,-230.430,1
15.09,-4.69,0
64.11,-13.03,1
35.920,-21.13,1
94.610,-68.41,0
31.970,-26.18,1
10.34,-17.56,0
6.14,-2.09,1
4.500,-1.15,1
23.15,-4.86,0
55.59,-25.570,1
96.560,-44.14,1
11.35,-2.45,1
6.560,-3.02,1
31.62,-13.890,0
12.81,-24.680,0
121.760,-63.64,1
14.46,-10.67,0
93.59,-12.05,1
73.370,-58.070,1
20.04,-18.74,0
5.99,-2.33,0
94.320,-34.09,1
48.070,-26.27,1
4.320,-20.90,0
13.36,-0.02,1
80.810,-76.930,0
94.050,-59.370,1
7.79,-3.06,1
2.82,-3.150,0
22.32,-15.69,0
49.930,-16.400,1
148.730,-58.820,1
82.13,-29.76,1
50.02,-26.570,1
23.52,-14.35,1
8.01,-3.78,1
19.71,-7.20,1
93.070,-35.62,0
34.750,-59.010,0
21.61,-15.48,0
38.41,-20.98,1
10.42,-7.85,0
26.52,-6.55,1
38.570,-32.820,1
14.48,-15.12,0
18.640,-7.220,1
4.37,-2.77,1
23.930,-46.85,0
7.75,-0.68,0
17.44,-17.280,1
11.58,-11.220,0
0.41,-7.180,0
22.84,-19.010,0
11.65,-1.73,0
223.220,-87.830,1
8.64,-7.49,1
40.30,-46.70,0
37.350,-17.97,1
8.71,-2.060,0
2.60,-18.08,0
26.040,-29.210,0
2.04,-2.96,1
13.36,-1.34,1
36.800,-34.33,0
4.77,-8.57,1
12.57,-8.330,1
25.09,-17.090,1
13.910,-9.98,1
49.120,-22.69,1
17.45,-13.47,0
41.79,-27.170,0
33.41,-16.570,1
11.69,-8.64,0
86.99,-58.680,1
13.67,-12.95,0
22.96,-18.45,0
34.54,-6.60,1
25.53,-19.80,0
24.82,-52.260,0
5.610,-17.17,0
4.460,-1.02,1
10.990,-5.35,0
23.470,-8.720,0
1.92,-4.46,0
9.77,-3.42,1
25.120,-32.740,0
10.130,-0.740,1
38.660,-32.330,0
32.55,-9.57,1
17.13,-9.82,1
21.08,-10.43,0
8.22,-9.20,0
12.87,-6.94,0
43.52,-43.61,0
71.55,-64.64,0
15.27,-1.21,1
91.92,-43.830,0
7.34,-4.68,1
58.61,-26.56,1
51.880,-19.020,1
19.28,-14.22,1
8.080,-4.47,0
6.83,-7.16,0
53.090,-34.200,0
51.07,-9.25,1
9.43,0,1
11.82,-7.10,0
11.12,-21.42,0
2.71,-5.68,0
69.86,-45.930,1
28.30,-29.20,1
104.12,-69.800,0
19.700,-9.08,1
20.02,-11.930,0
59.88,-36.960,0
26.830,-30.92,0
39.460,-22.660,1
7.33,-25.93,0
21.710,-2.58,1
36.04,-15.670,0
244.080,-147.470,1
10.41,-2.29,1
59.58,-33.69,1
26.600,-6.97,1
79.710,-35.590,1
16.48,-36.830,0
94.410,-119.930,0
22.58,-5.70,0
49.46,-28.27,0
9.14,-0.91,1
24.85,-15.12,1
92.670,-31.970,0
17.750,-22.890,0
27.720,-11.27,1
42.93,-13.75,1
11.25,-6.57,1
50.01,-26.61,0
204.29,-153.040,0
51.39,-29.470,1
36.80,-8.360,1
3.10,-1.94,1
40.66,-17.87,0
2.40,-10.05,0
69.75,-10.990,1
6.80,-11.500,0
102.400,-26.430,1
39.90,-25.420,0
94.800,-54.01,1
21.15,-18.39,0
55.86,-30.46,0
10.93,-3.93,1
72.470,-40.220,1
2.22,-2.85,1
40.58,-29.79,0
18.12,-12.72,1
32.370,-37.940,0
14.200,-4.66,1
52.79,-23.680,1
25.05,-12.99,1
40.620,-20.510,0
27.21,-15.26,0
56.19,-50.340,0
51.520,-16.180,1
8.34,-3.94,1
0.250,-8.68,0
53.780,-42.670,0
21.60,-11.630,0
10.96,-24.31,0
18.58,-47.280,0
25.010,-5.15,1
4.34,-5.870,1
17.450,-42.690,0
19.86,-6.39,0
35.77,-7.370,1
178.500,-108.030,1
41.220,-50.360,0
13.000,-6.12,0
52.730,-25.970,1
48.220,-16.810,0
15.35,-12.66,0
92.850,-48.130,0
4.83,-1.58,1
7.21,-15.92,0
159.570,-74.630,1
4.96,-5.62,0
51.740,-44.38,1
19.260,-15.29,1
23.12,-13.970,0
4.62,-11.28,1
5.49,-2.04,1
21.83,-7.17,1
20.60,-25.210,0
13.48,-10.27,1
70.72,-24.220,1
48.670,-25.31,1
64.29,-24.15,1
2.78,-7.94,0
23.72,-11.25,0
27.31,-22.460,0
49.02,-20.50,1
105.420,-71.790,0
58.590,-26.800,1
35.53,-36.900,0
2.64,-5.78,0
25.97,-30.43,0
131.23,-55.710,1
31.84,-10.010,1
11.71,-6.790,0
64.360,-66.71,0
396.570,-179.950,1
20.93,-16.56,0
11.050,-7.45,0
18.890,-14.58,1
19.77,-12.86,1
27.30,-15.21,0
14.72,-14.56,1
7.85,-4.60,0
20.110,-13.79,1
3.54,-8.17,0
5.83,-2.09,1
30.470,-45.43,0
20.89,-5.94,0
21.68,-12.06,0
1.03,-3.50,0
24.28,-9.32,1
34.74,-12.48,1
14.300,-2.89,1
4.47,-3.03,1
